time,theta,omega,energy
6.219999999999999751e+00,5.892016364190537647e-01,-4.388019708790159013e-01,-8.059609268751348310e+00
6.230000000000000426e+00,5.845410471096165184e-01,-4.933158910084298743e-01,-8.059520599591099455e+00
6.240000000000000213e+00,5.793372221132760957e-01,-5.474491082596688596e-01,-8.059409700081982209e+00
6.250000000000000000e+00,5.735941972764815322e-01,-6.011558590992389650e-01,-8.059274150625475031e+00
6.259999999999999787e+00,5.673164666459490357e-01,-6.543902670072749839e-01,-8.059111563480000129e+00
6.270000000000000462e+00,5.605089835793177766e-01,-7.071063463189768417e-01,-8.058919588874978501e+00
6.280000000000000249e+00,5.531771617971065202e-01,-7.592580101232671019e-01,-8.058695921788828542e+00
6.290000000000000036e+00,5.453268763339114145e-01,-8.107990825157593839e-01,-8.058438309405003608e+00
6.299999999999999822e+00,5.369644643439600573e-01,-8.616833154745097145e-01,-8.058144559247832461e+00
6.310000000000000497e+00,5.280967257136095494e-01,-9.118644105955856505e-01,-8.057812547986973328e+00
6.320000000000000284e+00,5.187309234311753281e-01,-9.612960458912661599e-01,-8.057440230885596577e+00
6.330000000000000071e+00,5.088747836626353882e-01,-1.009931907816719709e+00,-8.057025651853365389e+00
6.339999999999999858e+00,4.985364954802948834e-01,-1.057725728651382813e+00,-8.056566954050740748e+00
6.350000000000000533e+00,4.877247101904425008e-01,-1.104631329319095245e+00,-8.056062390976812537e+00
6.360000000000000320e+00,4.764485402054144947e-01,-1.150602667686504432e+00,-8.055510337958214251e+00
6.370000000000000107e+00,4.647175574053192815e-01,-1.195593892332533326e+00,-8.054909303942649146e+00
6.379999999999999893e+00,4.525417909349912504e-01,-1.239559401733062227e+00,-8.054257943486963001e+00
6.390000000000000568e+00,4.399317243825522916e-01,-1.282453908754722649e+00,-8.053555068816915963e+00
6.400000000000000355e+00,4.268982922872778252e-01,-1.324232510300175747e+00,-8.052799661824135313e+00
6.410000000000000142e+00,4.134528759263025877e-01,-1.364850761894868203e+00,-8.051990885855342839e+00
6.419999999999999929e+00,3.996072983320658745e-01,-1.404264756952469773e+00,-8.051128097140303197e+00
6.429999999999999716e+00,3.853738184952859580e-01,-1.442431210403509079e+00,-8.050210855698072265e+00
6.440000000000000391e+00,3.707651247116700577e-01,-1.479307546319669431e+00,-8.049238935556426000e+00
6.450000000000000178e+00,3.557943270344948172e-01,-1.514851989115380659e+00,-8.048212334117080147e+00
6.459999999999999964e+00,3.404749487996212021e-01,-1.549023657859347702e+00,-8.047131280499563388e+00
6.469999999999999751e+00,3.248209171944137497e-01,-1.581782663182134563e+00,-8.045996242699585466e+00
6.480000000000000426e+00,3.088465528473904320e-01,-1.613090206222528078e+00,-8.044807933403715694e+00
6.490000000000000213e+00,2.925665584211989412e-01,-1.642908679015772755e+00,-8.043567314310921645e+00
6.500000000000000000e+00,2.759960061976621803e-01,-1.671201765691575414e+00,-8.042275598823387384e+00
6.509999999999999787e+00,2.591503246501062341e-01,-1.697934543819608733e+00,-8.040934252983699793e+00
6.520000000000000462e+00,2.420452840049295284e-01,-1.723073585215729731e+00,-8.039544994553034840e+00
6.530000000000000249e+00,2.246969808013320191e-01,-1.746587055503774799e+00,-8.038109790145142597e+00
6.540000000000000036e+00,2.071218214652325307e-01,-1.768444811716122000e+00,-8.036630850353407851e+00
6.549999999999999822e+00,1.893365049205939510e-01,-1.788618497211596825e+00,-8.035110622832959848e+00
6.560000000000000497e+00,1.713580042685754756e-01,-1.807081633192100245e+00,-8.033551783326025486e+00
6.570000000000000284e+00,1.532035475720661399e-01,-1.823809706109763784e+00,-8.031957224646388838e+00
6.580000000000000071e+00,1.348905977901441733e-01,-1.838780250274631101e+00,-8.030330043667067486e+00
6.589999999999999858e+00,1.164368319137768643e-01,-1.851972924998831926e+00,-8.028673526384075387e+00
6.600000000000000533e+00,9.786011936054840599e-02,-1.863369585646858395e+00,-8.026991131157382497e+00
6.610000000000000320e+00,7.917849969230085494e-02,-1.872954348002650926e+00,-8.025286470257782412e+00
6.620000000000000107e+00,6.041015972522557204e-02,-1.880713645412406487e+00,-8.023563289874397597e+00
6.629999999999999893e+00,4.157341010707917700e-02,-1.886636278216872631e+00,-8.021825448761861210e+00
6.640000000000000568e+00,2.268666144075571350e-02,-1.890713455047819957e+00,-8.020076895727745736e+00
6.650000000000000355e+00,3.768400037368124962e-03,-1.892938825629697508e+00,-8.018321646179742856e+00
6.660000000000000142e+00,-1.516283661477237782e-02,-1.893308504798402847e+00,-8.016563757967430703e+00
6.669999999999999929e+00,-3.408848457638326279e-02,-1.891821087523773537e+00,-8.014807306765176165e+00
6.679999999999999716e+00,-5.298997828800165732e-02,-1.888477654799905370e+00,-8.013056361250557202e+00
6.690000000000000391e+00,-7.184877541373482779e-02,-1.883281770346728612e+00,-8.011314958336189562e+00
6.700000000000000178e+00,-9.064638160620060170e-02,-1.876239468146425615e+00,-8.009587078712334218e+00
6.709999999999999964e+00,-1.093643751015237475e-01,-1.867359230918203439e+00,-8.007876622952680989e+00
6.719999999999999751e+00,-1.279844310546828512e-01,-1.856651959713616407e+00,-8.006187388426864615e+00
6.730000000000000426e+00,-1.464883455277062041e-01,-1.844130934891059281e+00,-8.004523047250277301e+00
6.740000000000000213e+00,-1.648580590461677375e-01,-1.829811768801249183e+00,-8.002887125485226960e+00
6.750000000000000000e+00,-1.830756796430968170e-01,-1.813712350584570032e+00,-8.001282983787708858e+00
6.759999999999999787e+00,-2.011235053137458706e-01,-1.795852783545237585e+00,-7.999713799671349435e+00
6.770000000000000462e+00,-2.189840458096000697e-01,-1.776255315625602460e+00,-7.998182551535081508e+00
6.780000000000000249e+00,-2.366400437055075079e-01,-1.754944263555885398e+00,-7.996692004574223134e+00
6.790000000000000036e+00,-2.540744946797855452e-01,-1.731945931299716745e+00,-7.995244698666526872e+00
6.799999999999999822e+00,-2.712706669535520088e-01,-1.707288523453578399e+00,-7.993842938295885325e+00
6.810000000000000497e+00,-2.882121198422616382e-01,-1.681002054288349479e+00,-7.992488784547411740e+00
6.820000000000000284e+00,-3.048827213794205182e-01,-1.653118253143430971e+00,-7.991184049179003601e+00
6.830000000000000071e+00,-3.212666649796293017e-01,-1.623670466898329057e+00,-7.989930290746880104e+00
6.839999999999999858e+00,-3.373484851153867869e-01,-1.592693560253164886e+00,-7.988728812736284546e+00
6.850000000000000533e+00,-3.531130719893952330e-01,-1.560223814548515442e+00,-7.987580663624165744e+00
6.860000000000000320e+00,-3.685456851913705978e-01,-1.526298825846558405e+00,-7.986486638778439229e+00
6.870000000000000107e+00,-3.836319663355036158e-01,-1.490957402980053637e+00,-7.985447284078690977e+00
6.879999999999999893e+00,-3.983579506816723459e-01,-1.454239466253692159e+00,-7.984462901126297751e+00
6.890000000000000568e+00,-4.127100777502123452e-01,-1.416185947454304372e+00,-7.983533553897851576e+00
6.900000000000000355e+00,-4.266752009464484519e-01,-1.376838691792910518e+00,-7.982659076684754496e+00
6.910000000000000142e+00,-4.402405962172291631e-01,-1.336240362363236844e+00,-7.981839083153876580e+00
6.919999999999999929e+00,-4.533939697673391445e-01,-1.294434347658755424e+00,-7.981072976359186555e+00
6.929999999999999716e+00,-4.661234648688539206e-01,-1.251464672644199583e+00,-7.980359959532237646e+00
6.940000000000000391e+00,-4.784176678012175277e-01,-1.207375913828524272e+00,-7.979699047480045770e+00
6.950000000000000178e+00,-4.902656129640355354e-01,-1.162213118735074602e+00,-7.979089078422352266e+00
6.959999999999999964e+00,-5.016567872082706714e-01,-1.116021730111953270e+00,-7.978528726105830415e+00
6.969999999999999751e+00,-5.125811334346895842e-01,-1.068847515171827967e+00,-7.978016512040763786e+00
6.980000000000000426e+00,-5.230290535110302397e-01,-1.020736500096293797e+00,-7.977550817715361120e+00
6.990000000000000213e+00,-5.329914105614413922e-01,-9.717349099859254880e-01,-7.977129896654226116e+00
7.000000000000000000e+00,-5.424595306832900032e-01,-9.218891143838134905e-01,-7.976751886200085906e+00
7.009999999999999787e+00,-5.514252041474496657e-01,-8.712455784481223375e-01,-7.976414818911564453e+00
7.020000000000000462e+00,-5.598806861386823597e-01,-8.198508197984163415e-01,-7.976116633484156004e+00
7.030000000000000249e+00,-5.678186970927320276e-01,-7.677513710115151380e-01,-7.975855185116501822e+00
7.040000000000000036e+00,-5.752324226862682854e-01,-7.149937476957417548e-01,-7.975628255259124444e+00
7.049999999999999822e+00,-5.821155135348863308e-01,-6.616244220278486576e-01,-7.975433560698068192e+00
7.060000000000000497e+00,-5.884620846529997618e-01,-6.076898015948348775e-01,-7.975268761940744078e+00
7.070000000000000284e+00,-5.942667147276911033e-01,-5.532362133434377549e-01,-7.975131470886007712e+00
7.080000000000000071e+00,-5.995244452564252313e-01,-4.983098924033966259e-01,-7.975019257774438763e+00
7.089999999999999858e+00,-6.042307795960256689e-01,-4.429569755167063194e-01,-7.974929657428337038e+00
7.100000000000000533e+00,-6.083816819674793264e-01,-3.872234987740327816e-01,-7.974860174803436230e+00
7.110000000000000320e+00,-6.119735764580058746e-01,-3.311553993312600364e-01,-7.974808289886134993e+00
7.120000000000000107e+00,-6.150033460584309886e-01,-2.747985207537557151e-01,-7.974771461980728837e+00
7.129999999999999893e+00,-6.174683317702666097e-01,-2.181986216133535161e-01,-7.974747133440908797e+00
7.140000000000000568e+00,-6.193663318130493423e-01,-1.614013869432038839e-01,-7.974732732908296207e+00
7.150000000000000355e+00,-6.206956009584578826e-01,-1.044524421384953328e-01,-7.974725678128413264e+00
7.160000000000000142e+00,-6.214548500135330666e-01,-4.739736887653793473e-02,-7.974723378420676134e+00
7.169999999999999929e+00,-6.216432454710045796e-01,9.718277382219094040e-03,-7.974723236884284638e+00
7.179999999999999716e+00,-6.212604093402932515e-01,6.684894876004154884e-02,-7.974722652425717762e+00
7.190000000000000391e+00,-6.203064191682464701e-01,1.239490856493145055e-01,-7.974719021696404120e+00
7.200000000000000178e+00,-6.187818082540971210e-01,1.809730971805712518e-01,-7.974709741030587828e+00
7.209999999999999964e+00,-6.166875660585334762e-01,2.378753419321563145e-01,-7.974692208473793897e+00
7.219999999999999751e+00,-6.140251388021625845e-01,2.946101093420083195e-01,-7.974663825991358479e+00
7.230000000000000426e+00,-6.107964302440572757e-01,3.511316022790539337e-01,-7.974622001944341676e+00
7.240000000000000213e+00,-6.070038026265309750e-01,4.073939212262147613e-01,-7.974564153916855247e+00
7.250000000000000000e+00,-6.026500777678048815e-01,4.633510505190057138e-01,-7.974487711974167503e+00
7.259999999999999787e+00,-5.977385382798443558e-01,5.189568470730987482e-01,-7.974390122425220717e+00
7.270000000000000462e+00,-5.922729288843738837e-01,5.741650320209803482e-01,-7.974268852156160214e+00
7.280000000000000249e+00,-5.862574577959596134e-01,6.289291856618794974e-01,-7.974121393593300411e+00
7.290000000000000036e+00,-5.796967981370981793e-01,6.832027461104229760e-01,-7.973945270344620972e+00
7.299999999999999822e+00,-5.725960893465065205e-01,7.369390120079127859e-01,-7.973738043558409316e+00
7.310000000000000497e+00,-5.649609385382886595e-01,7.900911496356604058e-01,-7.973497319026143337e+00
7.320000000000000284e+00,-5.567974217663983483e-01,8.426122047424039474e-01,-7.973220755044201802e+00
7.330000000000000071e+00,-5.481120851458491927e-01,8.944551193674360468e-01,-7.972906071035579245e+00
7.339999999999999858e+00,-5.389119457794736556e-01,9.455727539076742572e-01,-7.972551056918502077e+00
7.350000000000000533e+00,-5.292044924367327319e-01,9.959179146405137129e-01,-7.972153583194007354e+00
7.360000000000000320e+00,-5.189976859291554057e-01,1.045443386874964631e+00,-7.971711611709128675e+00
7.370000000000000107e+00,-5.082999591254737659e-01,1.094101973861364652e+00,-7.971223207036525871e+00
7.379999999999999893e+00,-4.971202165484419622e-01,1.141846541544992544e+00,-7.970686548395593540e+00
7.390000000000000568e+00,-4.854678334947101770e-01,1.188630069201361383e+00,-7.970099942024235773e+00
7.400000000000000355e+00,-4.733526546189981143e-01,1.234405705941046261e+00,-7.969461833895034708e+00
7.410000000000000142e+00,-4.607849919241934766e-01,1.279126833019880616e+00,-7.968770822654708041e+00
7.419999999999999929e+00,-4.477756220999113412e-01,1.322747131836555345e+00,-7.968025672651767088e+00
7.429999999999999716e+00,-4.343357831535062941e-01,1.365220657444457419e+00,-7.967225326904500804e+00
7.440000000000000391e+00,-4.204771702795418453e-01,1.406501917348433661e+00,-7.966368919850146391e+00
7.450000000000000178e+00,-4.062119309162969261e-01,1.446545955300548192e+00,-7.965455789706567202e+00
7.459999999999999964e+00,-3.915526589410323610e-01,1.485308439752366372e+00,-7.964485490270376111e+00
7.469999999999999751e+00,-3.765123879594433620e-01,1.522745756565441200e+00,-7.963457801970387884e+00
7.480000000000000426e+00,-3.611045836489804595e-01,1.558815105527138423e+00,-7.962372741992888692e+00
7.490000000000000213e+00,-3.453431351205128452e-01,1.593474600166379540e+00,-7.961230573295632773e+00
7.500000000000000000e+00,-3.292423452681109142e-01,1.626683370314012667e+00,-7.960031812331002321e+00
7.509999999999999787e+00,-3.128169200825105523e-01,1.658401666806052166e+00,-7.958777235305440456e+00
7.520000000000000462e+00,-2.960819569100519022e-01,1.688590967685671407e+00,-7.957467882812151672e+00
7.530000000000000249e+00,-2.790529316455120368e-01,1.717214085222303233e+00,-7.956105062687397478e+00
7.540000000000000036e+00,-2.617456848542296100e-01,1.744235273034183686e+00,-7.954690350957039691e+00
7.549999999999999822e+00,-2.441764068261846887e-01,1.769620332574803001e+00,-7.953225590759643637e+00
7.560000000000000497e+00,-2.263616215721875879e-01,1.793336718224615378e+00,-7.951712889154800123e+00
7.570000000000000284e+00,-2.083181697799769139e-01,1.815353640217521880e+00,-7.950154611750501310e+00
7.580000000000000071e+00,-1.900631907557517319e-01,1.835642164627519168e+00,-7.948553375110604335e+00
7.589999999999999858e+00,-1.716141033843897601e-01,1.854175309644876091e+00,-7.946912036932724632e+00
7.600000000000000533e+00,-1.529885861492479848e-01,1.870928137383476964e+00,-7.945233684017254383e+00
7.610000000000000320e+00,-1.342045562599220865e-01,1.885877840481702705e+00,-7.943521618079672386e+00
7.620000000000000107e+00,-1.152801479435715121e-01,1.899003822788409623e+00,-7.941779339489761114e+00
7.629999999999999893e+00,-9.623368996231405903e-02,1.910287773463080541e+00,-7.940010529052508481e+00
7.640000000000000568e+00,-7.708368242567464890e-02,1.919713733864800709e+00,-7.938219027975653930e+00
7.650000000000000355e+00,-5.784877297306077748e-02,1.927268156657973464e+00,-7.936408816197269012e+00
7.660000000000000142e+00,-3.854773240665545359e-02,1.932939956623090705e+00,-7.934583989273042093e+00
7.669999999999999929e+00,-1.919942985990108486e-02,1.936720552727783540e+00,-7.932748734046312755e+00
7.679999999999999716e+00,1.771924091678946957e-04,1.938603901086012549e+00,-7.930907303344026715e+00
7.690000000000000391e+00,1.956314450715177650e-02,1.938586518510764245e+00,-7.929063989957976233e+00
7.700000000000000178e+00,3.893941458194069560e-02,1.936667496447018966e+00,-7.927223100182875015e+00
7.709999999999999964e+00,5.828699458995597465e-02,1.932848505156036012e+00,-7.925388927190413213e+00
7.719999999999999751e+00,7.758690605627639736e-02,1.927133788108048806e+00,-7.923565724521490772e+00
7.730000000000000426e+00,9.682022572995255261e-02,1.919530146627181688e+00,-7.921757679977101674e+00
7.740000000000000213e+00,1.159681110376816066e-01,1.910046914918626770e+00,-7.919968890182018662e+00
7.750000000000000000e+00,1.350118252407384867e-01,1.898695925692749142e+00,-7.918203336084487454e+00
7.759999999999999787e+00,1.539327622026157305e-01,1.885491466682701400e+00,-7.916464859639971152e+00
7.770000000000000462e+00,1.727124706781806851e-01,1.870450228430290851e+00,-7.914757141907824867e+00
7.780000000000000249e+00,1.913326780392734239e-01,1.853591243788260012e+00,-7.913083682767076965e+00
7.790000000000000036e+00,2.097753133564893568e-01,1.834935819654924805e+00,-7.911447782431858755e+00
7.799999999999999822e+00,2.280225297623563185e-01,1.814507461518467979e+00,-7.909852524918741246e+00
7.810000000000000497e+00,2.460567260271608048e-01,1.792331791442428379e+00,-7.908300763588283822e+00
7.820000000000000284e+00,2.638605672852254447e-01,1.768436460170504487e+00,-7.906795108851735421e+00
7.830000000000000071e+00,2.814170048564142990e-01,1.742851054067274585e+00,-7.905337918101965400e+00
7.839999999999999858e+00,2.987092951149583619e-01,1.715606997641538456e+00,-7.903931287895819224e+00
7.850000000000000533e+00,3.157210173652688079e-01,1.686737452420550509e+00,-7.902577048383837344e+00
7.860000000000000320e+00,3.324360906921536296e-01,1.656277212956419387e+00,-7.901276759953233864e+00
7.870000000000000107e+00,3.488387897606882171e-01,1.624262600750497665e+00,-7.900031712021703179e+00
7.879999999999999893e+00,3.649137595488302632e-01,1.590731356877911562e+00,-7.898842923893471202e+00
7.890000000000000568e+00,3.806460290036338678e-01,1.555722534082811137e+00,-7.897711147565422252e+00
7.900000000000000355e+00,3.960210236195274014e-01,1.519276389095900237e+00,-7.896636872350415004e+00
7.910000000000000142e+00,4.110245769445061703e-01,1.481434275899852659e+00,-7.895620331167325645e+00
7.919999999999999929e+00,4.256429410271850844e-01,1.442238540635927935e+00,-7.894661508333041589e+00
7.930000000000000604e+00,4.398627958244002989e-01,1.401732418807116076e+00,-7.893760148680664557e+00
7.940000000000000391e+00,4.536712575953867344e-01,1.359959935390167018e+00,-7.892915767820580797e+00
7.950000000000000178e+00,4.670558863144455564e-01,1.316965808421596718e+00,-7.892127663356806266e+00
7.959999999999999964e+00,4.800046921394133248e-01,1.272795356571963188e+00,-7.891394926869850224e+00
7.969999999999999751e+00,4.925061409781185673e-01,1.227494411169075983e+00,-7.890716456479266228e+00
7.980000000000000426e+00,5.045491591993394032e-01,1.181109233075083198e+00,-7.890090969803736698e+00
7.990000000000000213e+00,5.161231375385409992e-01,1.133686434765234896e+00,-7.889517017143719002e+00
8.000000000000000000e+00,5.272179342518583667e-01,1.085272907898235051e+00,-7.888992994721130358e+00
8.009999999999999787e+00,5.378238775743998668e-01,1.035915756610055194e+00,-7.888517157821924641e+00
8.019999999999999574e+00,5.479317675409774990e-01,9.856622367054718170e-01,-7.888087633700399337e+00
8.029999999999999361e+00,5.575328772288294932e-01,9.345597008649116910e-01,-7.887702434118406103e+00
8.040000000000000924e+00,5.666189534827985597e-01,8.826555499288959439e-01,-7.887359467407905278e+00
8.050000000000000711e+00,5.751822171837873698e-01,8.299971902688642045e-01,-7.887056549961336316e+00
8.060000000000000497e+00,5.832153631211405287e-01,7.766319972017676765e-01,-7.886791417070724286e+00
8.070000000000000284e+00,5.907115595289335053e-01,7.226072843568224213e-01,-7.886561733052971590e+00
8.080000000000000071e+00,5.976644473449997941e-01,6.679702788564346738e-01,-7.886365100615313040e+00
8.089999999999999858e+00,6.040681392499305247e-01,6.127681021297176622e-01,-7.886199069431132358e+00
8.099999999999999645e+00,6.099172185412607972e-01,5.570477561363385011e-01,-7.886061143912014515e+00
8.109999999999999432e+00,6.152067378956461718e-01,5.008561147407364356e-01,-7.885948790176965595e+00
8.120000000000000995e+00,6.199322180690602924e-01,4.442399199420886124e-01,-7.885859442234018246e+00
8.130000000000000782e+00,6.240896465819395500e-01,3.872457826337668552e-01,-7.885790507402798966e+00
8.140000000000000568e+00,6.276754764327955316e-01,3.299201875374108139e-01,-7.885739371018924970e+00
8.150000000000000355e+00,6.306866248801381580e-01,2.723095019311019271e-01,-7.885703400472450220e+00
8.160000000000000142e+00,6.331204723286356639e-01,2.144599877683978639e-01,-7.885679948642660086e+00
8.169999999999999929e+00,6.349748613513032103e-01,1.564178167651160689e-01,-7.885666356800437704e+00
8.179999999999999716e+00,6.362480958751971505e-01,9.822908801366514453e-02,-7.885659957057248981e+00
8.189999999999999503e+00,6.369389405536172166e-01,3.993984767034368388e-02,-7.885658074446209476e+00
8.199999999999999289e+00,6.370466203432153529e-01,-1.840388975070853667e-02,-7.885658028725944568e+00
8.210000000000000853e+00,6.365708202997000242e-01,-7.675611895237074989e-02,-7.885657136002001799e+00
8.220000000000000639e+00,6.355116856010367687e-01,-1.350708207802871486e-01,-7.885652710263210352e+00
8.230000000000000426e+00,6.338698218022068565e-01,-1.933019389856785453e-01,-7.885642064931854378e+00
8.240000000000000213e+00,6.316462953207133690e-01,-2.514033573130182719e-01,-7.885622514526675175e+00
8.250000000000000000e+00,6.288426341471508030e-01,-3.093288773995055974e-01,-7.885591376536607022e+00
8.259999999999999787e+00,6.254608287703037339e-01,-3.670321979699024406e-01,-7.885545973600671665e+00
8.269999999999999574e+00,6.215033333014321482e-01,-4.244668958044013896e-01,-7.885483636085841574e+00
8.279999999999999361e+00,6.169730667776666122e-01,-4.815864089487138511e-01,-7.885401705149597262e+00
8.290000000000000924e+00,6.118734146198008261e-01,-5.383440226244469162e-01,-7.885297536367703586e+00
8.300000000000000711e+00,6.062082302152586033e-01,-5.946928582840027566e-01,-7.885168504000077405e+00
8.310000000000000497e+00,5.999818365926504748e-01,-6.505858662376053925e-01,-7.885012005958882852e+00
8.320000000000000284e+00,5.931990281501596796e-01,-7.059758222605472255e-01,-7.884825469532827036e+00
8.330000000000000071e+00,5.858650723960255879e-01,-7.608153285662706544e-01,-7.884606357910453056e+00
8.339999999999999858e+00,5.779857116556673668e-01,-8.150568195053731202e-01,-7.884352177532688799e+00
8.349999999999999645e+00,5.695671646965305701e-01,-8.686525723219803430e-01,-7.884060486291476266e+00
8.359999999999999432e+00,5.606161282185850858e-01,-9.215547232671102984e-01,-7.883728902576735642e+00
8.370000000000000995e+00,5.511397781555813502e-01,-9.737152893336246118e-01,-7.883355115158536819e+00
8.380000000000000782e+00,5.411457707297177011e-01,-1.025086195839119529e+00,-7.882936893875136519e+00
8.390000000000000568e+00,5.306422432003137235e-01,-1.075619310041681098e+00,-7.882472101080873372e+00
8.400000000000000355e+00,5.196378142454609605e-01,-1.125266480928878599e+00,-7.881958703790620469e+00
8.410000000000000142e+00,5.081415839144525215e-01,-1.173979585272819204e+00,-7.881394786440262479e+00
8.419999999999999929e+00,4.961631330881199897e-01,-1.221710579993686263e+00,-7.880778564165269451e+00
8.429999999999999716e+00,4.837125223840457178e-01,-1.268411560821168571e+00,-7.880108396482553346e+00
8.439999999999999503e+00,4.708002904440007352e-01,-1.314034827187819943e+00,-7.879382801244354084e+00
8.449999999999999289e+00,4.574374515419065146e-01,-1.358532953231021745e+00,-7.878600468717536387e+00
8.460000000000000853e+00,4.436354924521451193e-01,-1.401858864721249986e+00,-7.877760275627518460e+00
8.470000000000000639e+00,4.294063685201676139e-01,-1.443965921674245978e+00,-7.876861298993434346e+00
8.480000000000000426e+00,4.147624988800764911e-01,-1.484808006343979470e+00,-7.875902829570547325e+00
8.490000000000000213e+00,3.997167607671937573e-01,-1.524339616232572192e+00,-7.874884384707575791e+00
8.500000000000000000e+00,3.842824828775646129e-01,-1.562515961693254685e+00,-7.873805720420770982e+00
8.509999999999999787e+00,3.684734377308800379e-01,-1.599293067643659194e+00,-7.872666842483749150e+00
8.519999999999999574e+00,3.523038329984115591e-01,-1.634627878850031912e+00,-7.871468016332269890e+00
8.529999999999999361e+00,3.357883017632161127e-01,-1.668478368189054262e+00,-7.870209775586788581e+00
8.540000000000000924e+00,3.189418916860525255e-01,-1.700803647243662509e+00,-7.868892929002716308e+00
8.550000000000000711e+00,3.017800530571174700e-01,-1.731564078543349261e+00,-7.867518565669028519e+00
8.560000000000000497e+00,2.843186257208072387e-01,-1.760721388718692326e+00,-7.866088058290250373e+00
8.570000000000000284e+00,2.665738248681885358e-01,-1.788238781805042033e+00,-7.864603064404752431e+00
8.580000000000000071e+00,2.485622256996526946e-01,-1.814081051902122432e+00,-7.863065525413730938e+00
8.589999999999999858e+00,2.303007469682649411e-01,-1.838214694375427838e+00,-7.861477663319823783e+00
8.599999999999999645e+00,2.118066334225262859e-01,-1.860608014772300756e+00,-7.859841975101873324e+00
8.609999999999999432e+00,1.930974371755599661e-01,-1.881231234620966308e+00,-7.858161224682401524e+00
8.620000000000000995e+00,1.741909980360303589e-01,-1.900056593284955131e+00,-7.856438432476453571e+00
8.630000000000000782e+00,1.551054228443128069e-01,-1.917058445058557048e+00,-7.854676862544127225e+00
8.640000000000000568e+00,1.358590638654633143e-01,-1.932213350711346145e+00,-7.852880007403582496e+00
8.650000000000000355e+00,1.164704962982994890e-01,-1.945500162721420789e+00,-7.851051570596125018e+00
8.660000000000000142e+00,9.695849496730402084e-02,-1.956900103477672070e+00,-7.849195447129272196e+00
8.669999999999999929e+00,7.734201027101143822e-02,-1.966396835780843899e+00,-7.847315701956915746e+00
8.679999999999999716e+00,5.764014346695249535e-02,-1.973976525030944229e+00,-7.845416546687021153e+00
8.689999999999999503e+00,3.787212137902707526e-02,-1.979627892554138402e+00,-7.843502314736176650e+00
8.700000000000001066e+00,1.805727061828199531e-02,-1.983342259594877310e+00,-7.841577435175913990e+00
8.710000000000000853e+00,-1.785008587581616863e-03,-1.985113581577845121e+00,-7.839646405537737728e+00
8.720000000000000639e+00,-2.163526885711281045e-02,-1.984938472328393821e+00,-7.837713763861405170e+00
8.730000000000000426e+00,-4.147404230889679966e-02,-1.982816218028403688e+00,-7.835784060284096242e+00
8.740000000000000213e+00,-6.128186730291796530e-02,-1.978748780775830385e+00,-7.833861828476191391e+00
8.750000000000000000e+00,-8.103931516534400303e-02,-1.972740791709376440e+00,-7.831951557232229355e+00
8.759999999999999787e+00,-1.007270167926584553e-01,-1.964799533753514904e+00,-7.830057662523383755e+00
8.769999999999999574e+00,-1.203256890320873185e-01,-1.954934914132256063e+00,-7.828184460310227522e+00
8.779999999999999361e+00,-1.398161607372052917e-01,-1.943159426891337249e+00,-7.826336140402089470e+00
8.790000000000000924e+00,-1.591793984004456486e-01,-1.929488105756738348e+00,-7.824516741632002947e+00
8.800000000000000711e+00,-1.783965312679364479e-01,-1.913938467741422178e+00,-7.822730128594679755e+00
8.810000000000000497e+00,-1.974488758465981486e-01,-1.896530447990916191e+00,-7.820979970169493534e+00
8.820000000000000284e+00,-2.163179597187067649e-01,-1.877286326430807062e+00,-7.819269720021686965e+00
8.830000000000000071e+00,-2.349855445850836388e-01,-1.856230646844566401e+00,-7.817602599243642203e+00
8.839999999999999858e+00,-2.534336484646446119e-01,-1.833390129067629548e+00,-7.815981581264658473e+00
8.849999999999999645e+00,-2.716445669851463851e-01,-1.808793575032727086e+00,-7.814409379123064880e+00
8.859999999999999432e+00,-2.896008937075184031e-01,-1.782471769441675402e+00,-7.812888435159234923e+00
8.870000000000000995e+00,-3.072855394340761048e-01,-1.754457375869871161e+00,-7.811420913153056311e+00
8.880000000000000782e+00,-3.246817504590828185e-01,-1.724784829131474684e+00,-7.810008692895126892e+00
8.890000000000000568e+00,-3.417731257284686852e-01,-1.693490224745690664e+00,-7.808653367148133739e+00
8.900000000000000355e+00,-3.585436328839363140e-01,-1.660611206347834212e+00,-7.807356240924105073e+00
8.910000000000000142e+00,-3.749776231750917566e-01,-1.626186851883254292e+00,-7.806118332974878449e+00
8.919999999999999929e+00,-3.910598452315484641e-01,-1.590257559408090104e+00,-7.804940379367812930e+00
8.929999999999999716e+00,-4.067754576950827206e-01,-1.552864933298752304e+00,-7.803822838996634204e+00
8.939999999999999503e+00,-4.221100407197892479e-01,-1.514051671642548058e+00,-7.802765900858692483e+00
8.950000000000001066e+00,-4.370496063557303690e-01,-1.473861455545673493e+00,-7.801769492915001436e+00
8.960000000000000853e+00,-4.515806078387217815e-01,-1.432338841052608558e+00,-7.800833292338149150e+00
8.970000000000000639e+00,-4.656899478156025229e-01,-1.389529154323540849e+00,-7.799956736945746982e+00
8.980000000000000426e+00,-4.793649855405432425e-01,-1.345478390664601731e+00,-7.799139037613104009e+00
8.990000000000000213e+00,-4.925935430836174134e-01,-1.300233117950239103e+00,-7.798379191458559845e+00
9.000000000000000000e+00,-5.053639105979623736e-01,-1.253840384918757600e+00,-7.797675995597614929e+00
