time_days,remaining_mass_kg,converted_mass_kg,conversion_efficiency_%,rate_constant
66.7334000667334,31329953.044082295,9968670046.955917,99.69122644423769,1e-06
66.84925666407148,31017904.311576292,9968982095.688423,99.69434707323907,1e-06
66.96511326140956,30708963.60835204,9969291036.391647,99.69743662053654,1e-06
67.08096985874764,30403099.978199866,9969596900.021801,99.70049539570626,1e-06
67.19682645608572,30100282.77323621,9969899717.226765,99.70352370524094,1e-06
67.3126830534238,29800481.650832817,9970199518.349167,99.70652185258064,1e-06
67.42853965076186,29503666.570576344,9970496333.429424,99.70949013814317,1e-06
67.54439624809996,29209807.791258167,9970790192.208742,99.71242885935409,1e-06
67.66025284543802,28918875.867894545,9971081124.132105,99.7153383106766,1e-06
67.77610944277612,28630841.64877591,9971369158.351225,99.71821878364106,1e-06
67.89196604011418,28345676.272545986,9971654323.727453,99.7210705668741,1e-06
68.00782263745226,28063351.165309854,9971936648.83469,99.72389394612769,1e-06
68.12367923479034,27783838.037770666,9972216161.962229,99.7266892043076,1e-06
68.23953583212842,27507108.882395286,9972492891.117605,99.72945662150192,1e-06
68.3553924294665,27233135.970607657,9972766864.029392,99.73219647500893,1e-06
68.47124902680459,26961891.850010496,9973038108.14999,99.73490903936515,1e-06
68.58710562414265,26693349.34163451,9973306650.658365,99.73759458637255,1e-06
68.70296222148075,26427481.537214935,9973572518.462786,99.74025338512604,1e-06
68.81881881881881,26164261.796495523,9973835738.203505,99.74288570204021,1e-06
68.9346754161569,25903663.744558945,9974096336.255442,99.7454918008763,1e-06
69.05053201349497,25645661.269184064,9974354338.730816,99.7480719427683,1e-06
69.16638861083305,25390228.518229473,9974609771.481771,99.75062638624941,1e-06
69.28224520817113,25137339.897043098,9974862660.102957,99.75315538727773,1e-06
69.39810180550921,24886970.065897524,9975113029.934103,99.75565919926208,1e-06
69.5139584028473,24639093.937450983,9975360906.06255,99.75813807308724,1e-06
69.62981500018537,24393686.67423356,9975606313.325766,99.7605922571392,1e-06
69.74567159752345,24150723.686158426,9975849276.31384,99.76302199732999,1e-06
69.86152819486152,23910180.62805791,9976089819.371943,99.76542753712233,1e-06
69.9773847921996,23672033.397244073,9976327966.602757,99.76780911755405,1e-06
70.09324138953768,23436258.131093595,9976563741.868906,99.77016697726222,1e-06
70.20909798687576,23202831.204656716,9976797168.795343,99.77250135250706,1e-06
70.32495458421384,22971729.228289973,9977028270.77171,99.77481247719562,1e-06
70.44081118155192,22742929.045312565,9977257070.954687,99.77710058290523,1e-06
70.55666777889,22516407.72968599,9977483592.270313,99.77936589890669,1e-06
70.67252437622808,22292142.583716843,9977707857.416283,99.78160865218723,1e-06
70.78838097356615,22070111.135782503,9977929888.864218,99.78382906747328,1e-06
70.90423757090424,21850291.13807941,9978149708.861921,99.78602736725296,1e-06
71.02009416824231,21632660.56439384,9978367339.435606,99.78820377179842,1e-06
71.13595076558039,21417197.607894856,9978582802.392105,99.79035849918787,1e-06
71.25180736291847,21203880.678949215,9978796119.32105,99.79249176532747,1e-06
71.36766396025655,20992688.402958073,9979007311.597042,99.79460378397289,1e-06
71.48352055759463,20783599.618215244,9979216400.381784,99.79669476675078,1e-06
71.59937715493271,20576593.373786736,9979423406.626213,99.79876492318003,1e-06
71.71523375227078,20371648.92741148,9979628351.072588,99.80081446069264,1e-06
71.83109034960887,20168745.743422914,9979831254.256577,99.8028435846546,1e-06
71.94694694694694,19967863.49069128,9980032136.509308,99.80485249838645,1e-06
72.06280354428503,19768982.040586438,9980231017.959414,99.80684140318365,1e-06
72.1786601416231,19572081.464960944,9980427918.53504,99.8088104983367,1e-06
72.29451673896119,19377142.034153208,9980622857.965847,99.81075998115115,1e-06
72.41037333629926,19184144.21501066,9980815855.784988,99.81269004696742,1e-06
72.52622993363734,18993068.668932315,9981006931.331068,99.81460088918031,1e-06
72.64208653097542,18803896.2499312,9981196103.750069,99.81649269925836,1e-06
72.7579431283135,18616608.002715833,9981383391.997284,99.81836566676311,1e-06
72.87379972565158,18431185.16079086,9981568814.839209,99.82021997936802,1e-06
72.98965632298966,18247609.144576732,9981752390.855423,99.82205582287733,1e-06
